171,Experiment_2023-10-17T12:35:26.511897_teddy_6_Test Type 2.log,teddy,Test Type 2,6,2023-10-17 12:35:26.511897,7 days 00:15:14.333064
172,Experiment_2023-10-21T12:03:21.675968_teddy_7_Test Type 3.log,teddy,Test Type 3,7,2023-10-21 12:03:21.675968,3 days 23:27:55.164071
173,Experiment_2023-10-22T09:28:24.865198_teddy_8_Test Type 1.log,teddy,Test Type 1,8,2023-10-22 09:28:24.865198,0 days 21:25:03.189230
174,Experiment_2023-11-12T23:47:07.024641_yoshi_1.0_Training - fixed.log,yoshi,Training - fixed,1,2023-11-12 23:47:07.024641,21 days 14:18:42.159443
175,Experiment_2023-11-13T07:17:20.615404_yoshi_2.0_Training - fixed.log,yoshi,Training - fixed,2,2023-11-13 07:17:20.615404,0 days 07:30:13.590763
176,Experiment_2023-11-13T16:03:04.381618_yoshi_3.0_Training randomised Type 1.log,yoshi,Training randomised Type 1,3,2023-11-13 16:03:04.381618,0 days 08:45:43.766214
177,Experiment_2023-11-14T01:55:54.666841_yoshi_4.0_Training randomised Type 1.log,yoshi,Training randomised Type 1,4,2023-11-14 01:55:54.666841,0 days 09:52:50.285223
178,Experiment_2023-11-14T11:34:20.820883_yoshi_5.0_Training randomised Type 2.log,yoshi,Training randomised Type 2,5,2023-11-14 11:34:20.820883,0 days 09:38:26.154042
179,Experiment_2023-11-14T19:16:58.918521_yoshi_6.0_Training randomised Type 1.log,yoshi,Training randomised Type 1,6,2023-11-14 19:16:58.918521,0 days 07:42:38.097638
180,Experiment_2023-11-15T03:51:22.577702_yoshi_8.0_Test Type 1.log,yoshi,Test Type 1,8,2023-11-15 03:51:22.577702,0 days 08:34:23.659181
181,Experiment_2023-11-15T18:35:59.371714_yoshi_9.0_Test Type 2.log,yoshi,Test Type 2,9,2023-11-15 18:35:59.371714,0 days 14:44:36.794012
182,Experiment_2023-11-16T22:01:25.798273_yoshi_10.0_Test Type 3.log,yoshi,Test Type 3,10,2023-11-16 22:01:25.798273,1 days 03:25:26.426559
183,Experiment_2023-11-17T03:22:54.109367_yoshi_11.0_Test Type 1.log,yoshi,Test Type 1,11,2023-11-17 03:22:54.109367,0 days 05:21:28.311094
